"","year","id","age","race","sex","realrinc","educ","partyid","happy"
"1005",2022,1005,NA,"white","female",2658.5,"8 or more years of college","independent, close to democrat","not too happy"
"1006",2022,1006,46,"black","male",49080,"2 years of college","not very strong democrat","pretty happy"
"1007",2022,1007,51,"black","male",49080,"12th grade","strong democrat","pretty happy"
"1008",2022,1008,44,"black","female",NA,"4 years of college","independent (neither, no response)","pretty happy"
"1009",2022,1009,35,"black","male",NA,"4 years of college","strong democrat","very happy"
"1010",2022,1010,68,"white","female",3067.5,"12th grade","independent (neither, no response)","very happy"
"1011",2022,1011,69,"white","female",NA,"1 year of college","strong republican","very happy"
"1012",2022,1012,22,"white","male",NA,"3 years of college","independent, close to republican","pretty happy"
"1013",2022,1013,36,"white","female",33742.5,"8 or more years of college","strong democrat","pretty happy"
"1014",2022,1014,29,"white","female",NA,"4 years of college","not very strong democrat","very happy"
"1015",2022,1015,55,"black","male",22495,"2 years of college","not very strong democrat","pretty happy"
"1016",2022,1016,NA,"white","female",49080,"8 or more years of college","independent (neither, no response)","pretty happy"
"1017",2022,1017,34,"white","female",3681,"1 year of college","strong republican","pretty happy"
"1018",2022,1018,76,"white","male",33742.5,"6 years of college","independent, close to republican","pretty happy"
"1019",2022,1019,41,"white","male",NA,"2 years of college","strong republican","pretty happy"
"1020",2022,1020,42,"white","male",33742.5,"2 years of college","not very strong republican","pretty happy"
"1021",2022,1021,29,"black","male",NA,"4 years of college","not very strong republican","very happy"
"1022",2022,1022,70,"black","female",NA,"1 year of college","strong democrat","pretty happy"
"1023",2022,1023,39,"black","female",NA,"1 year of college","strong democrat","not too happy"
"1024",2022,1024,53,"black","female",33742.5,"6 years of college","strong democrat","pretty happy"
"1025",2022,1025,56,"black","female",3067.5,"2 years of college","strong democrat","not too happy"
"1026",2022,1026,70,"black","male",NA,"10th grade","strong democrat","not too happy"
"1027",2022,1027,74,"black","female",8691.25,"12th grade","strong democrat","not too happy"
"1028",2022,1028,23,"black","female",NA,"12th grade","strong democrat","not too happy"
"1029",2022,1029,25,"white","male",NA,"4 years of college","other party","pretty happy"
"1030",2022,1030,60,"other","female",NA,"11th grade","independent (neither, no response)",NA
"1031",2022,1031,60,"white","female",15337.5,"12th grade","other party","pretty happy"
"1032",2022,1032,58,"white","female",1431.5,"9th grade","independent, close to republican","pretty happy"
"1033",2022,1033,32,"white","female",NA,"4 years of college","independent (neither, no response)","pretty happy"
"1034",2022,1034,76,"white","male",NA,"11th grade","independent (neither, no response)","not too happy"
"1035",2022,1035,55,"white","female",2249.5,"12th grade","not very strong democrat","pretty happy"
"1036",2022,1036,31,"white","female",22495,"1 year of college","not very strong democrat","pretty happy"
"1037",2022,1037,45,"black","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"1038",2022,1038,18,"white","male",NA,"11th grade","independent (neither, no response)","pretty happy"
"1039",2022,1039,38,"black","female",27607.5,"1 year of college","independent (neither, no response)","pretty happy"
"1040",2022,1040,31,"black","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"1041",2022,1041,40,"black","male",NA,"12th grade","strong democrat","not too happy"
"1042",2022,1042,87,"black","female",NA,"6th grade","strong democrat","not too happy"
"1043",2022,1043,25,"white","male",22495,"5 years of college","independent, close to democrat","not too happy"
"1044",2022,1044,66,"white","male",NA,"4 years of college","independent, close to republican","very happy"
"1045",2022,1045,23,"black","female",NA,"2 years of college","independent, close to republican","not too happy"
"1046",2022,1046,55,"white","male",18405,"8 or more years of college","not very strong democrat","very happy"
"1047",2022,1047,35,"black","male",27607.5,"1 year of college","not very strong republican","pretty happy"
"1048",2022,1048,31,"white","female",2658.5,"2 years of college",NA,"pretty happy"
"1049",2022,1049,71,"other","female",NA,"2 years of college","independent, close to republican","pretty happy"
"1050",2022,1050,34,"white","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"1051",2022,1051,59,"white","male",33742.5,"12th grade","independent, close to democrat","pretty happy"
"1052",2022,1052,25,"other","female",204.5,"11th grade","independent (neither, no response)","very happy"
"1053",2022,1053,51,"white","female",15337.5,"12th grade","independent (neither, no response)","very happy"
"1054",2022,1054,83,"white","male",NA,"9th grade","strong republican","not too happy"
"1055",2022,1055,29,"other","male",4601.25,"12th grade","independent (neither, no response)","pretty happy"
"1056",2022,1056,47,"white","female",27607.5,"4 years of college","not very strong republican","not too happy"
"1057",2022,1057,21,"white","female",NA,"3 years of college","independent, close to democrat","not too happy"
"1058",2022,1058,47,"black","female",33742.5,"4 years of college","independent, close to democrat","pretty happy"
"1059",2022,1059,56,"white","female",22495,"12th grade","independent (neither, no response)","pretty happy"
"1060",2022,1060,27,"white","male",40900,"6 years of college","independent (neither, no response)","very happy"
"1061",2022,1061,23,"black","female",4601.25,"12th grade","independent, close to democrat","not too happy"
"1062",2022,1062,41,"white","male",NA,"12th grade","independent, close to republican","very happy"
"1063",2022,1063,48,"white","female",4601.25,"12th grade","not very strong republican","pretty happy"
"1064",2022,1064,32,"white","female",9713.75,"12th grade","independent, close to republican","pretty happy"
"1065",2022,1065,23,"white","female",15337.5,"12th grade","not very strong republican","pretty happy"
"1066",2022,1066,37,"white","female",NA,"1 year of college","strong democrat","not too happy"
"1067",2022,1067,30,"black","male",8691.25,"4 years of college","strong democrat","very happy"
"1068",2022,1068,77,"black","female",204.5,"5 years of college","independent, close to democrat","not too happy"
"1069",2022,1069,62,"white","female",22495,"4 years of college","strong republican","not too happy"
"1070",2022,1070,57,"black","female",6646.25,"3 years of college","not very strong democrat","pretty happy"
"1071",2022,1071,61,"white","female",NA,"5 years of college","not very strong democrat","not too happy"
"1072",2022,1072,43,"white","male",27607.5,"6 years of college","not very strong republican","pretty happy"
"1073",2022,1073,46,"white","male",141848.32887,"5 years of college","independent (neither, no response)","very happy"
"1074",2022,1074,82,"white","male",NA,"5 years of college","independent, close to republican","pretty happy"
"1075",2022,1075,56,"white","male",141848.32887,"5 years of college","strong republican","pretty happy"
"1076",2022,1076,20,"black","female",818,"12th grade","independent (neither, no response)","pretty happy"
"1077",2022,1077,34,"other","male",6646.25,"11th grade","independent, close to republican","very happy"
"1078",2022,1078,30,"white","female",11247.5,NA,"independent (neither, no response)","not too happy"
"1079",2022,1079,44,"white","female",7668.75,"8th grade","independent (neither, no response)","very happy"
"1080",2022,1080,23,"white","female",13292.5,"5 years of college","strong democrat","pretty happy"
"1081",2022,1081,NA,"white","male",22495,"8 or more years of college","strong republican","pretty happy"
"1082",2022,1082,25,"white","male",9713.75,"12th grade","strong republican","not too happy"
"1083",2022,1083,35,"black","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"1084",2022,1084,24,"white","female",7668.75,"4 years of college","strong democrat","pretty happy"
"1085",2022,1085,44,"other","male",NA,"12th grade","independent (neither, no response)","very happy"
"1086",2022,1086,44,"white","female",NA,"12th grade","independent (neither, no response)","not too happy"
"1087",2022,1087,36,"white","female",18405,"4 years of college","strong democrat","pretty happy"
"1088",2022,1088,46,"black","male",NA,"12th grade","strong democrat","very happy"
"1089",2022,1089,34,"black","female",18405,"3 years of college","independent, close to democrat","very happy"
"1090",2022,1090,19,"black","male",7668.75,"2 years of college","independent (neither, no response)",NA
"1091",2022,1091,51,"black","female",18405,"4 years of college","strong democrat","pretty happy"
"1092",2022,1092,74,"black","male",9713.75,"4 years of college","independent (neither, no response)","very happy"
"1093",2022,1093,53,"white","male",57260,"4 years of college","not very strong democrat","pretty happy"
"1094",2022,1094,72,"white","male",57260,"4 years of college","independent (neither, no response)","pretty happy"
"1095",2022,1095,44,"other","male",65440,"6 years of college","not very strong democrat","pretty happy"
"1096",2022,1096,48,"other","male",49080,"4 years of college","not very strong democrat","pretty happy"
"1097",2022,1097,21,"white","female",3067.5,"3 years of college","not very strong democrat","not too happy"
"1098",2022,1098,44,"white","female",49080,"4 years of college","strong democrat","very happy"
"1099",2022,1099,55,"white","female",33742.5,"6 years of college","strong republican","not too happy"
"1100",2022,1100,50,"other","male",18405,"4 years of college","independent (neither, no response)","very happy"
"1101",2022,1101,47,"other","female",27607.5,"6 years of college","independent (neither, no response)","pretty happy"
"1102",2022,1102,26,"white","female",NA,"5 years of college","independent, close to republican","very happy"
"1103",2022,1103,54,"white","male",49080,"8 or more years of college","strong democrat","pretty happy"
"1104",2022,1104,36,"white","male",NA,"4 years of college","independent (neither, no response)","pretty happy"
"1105",2022,1105,NA,"white","male",NA,"2 years of college","independent, close to democrat","pretty happy"
"1106",2022,1106,26,"black","female",NA,"12th grade","independent (neither, no response)","not too happy"
"1107",2022,1107,33,"black","male",NA,"1 year of college","independent (neither, no response)","pretty happy"
"1108",2022,1108,32,"white","female",4601.25,"4 years of college","not very strong democrat","pretty happy"
"1109",2022,1109,54,"black","female",27607.5,"6 years of college","strong democrat","very happy"
"1110",2022,1110,31,"black","female",49080,"4 years of college","independent, close to democrat","pretty happy"
"1111",2022,1111,20,"black","male",2249.5,"12th grade","not very strong democrat","pretty happy"
"1112",2022,1112,64,"black","male",NA,"7 years of college","independent (neither, no response)","very happy"
"1113",2022,1113,33,"other","female",NA,"3 years of college","independent (neither, no response)","very happy"
"1114",2022,1114,23,"black","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"1115",2022,1115,37,"white","female",5623.75,"2 years of college","independent (neither, no response)","pretty happy"
"1116",2022,1116,26,"black","male",NA,"1 year of college","not very strong democrat","pretty happy"
"1117",2022,1117,67,"white","male",NA,"12th grade","not very strong democrat","pretty happy"
"1118",2022,1118,82,"white","female",NA,"12th grade","other party","pretty happy"
"1119",2022,1119,42,"white","female",13292.5,"1 year of college","independent, close to republican","not too happy"
"1120",2022,1120,60,"white","female",15337.5,"1 year of college","strong republican","pretty happy"
"1121",2022,1121,66,"white","female",22495,"12th grade","independent, close to democrat","not too happy"
"1122",2022,1122,51,"black","female",NA,"5 years of college","independent (neither, no response)","not too happy"
"1123",2022,1123,39,"white","male",57260,"7 years of college","not very strong democrat","pretty happy"
"1124",2022,1124,80,"white","male",NA,"4 years of college","not very strong democrat","not too happy"
"1125",2022,1125,75,"white","male",NA,"4 years of college","not very strong democrat","pretty happy"
"1126",2022,1126,85,"white","male",NA,"8 or more years of college","not very strong republican","pretty happy"
"1127",2022,1127,65,"white","female",204.5,"8 or more years of college","strong republican","not too happy"
"1128",2022,1128,70,"white","male",NA,"4 years of college","strong democrat","pretty happy"
"1129",2022,1129,32,"other","female",27607.5,"8 or more years of college","strong democrat","pretty happy"
"1130",2022,1130,72,"white","male",NA,"4 years of college","not very strong democrat","very happy"
"1131",2022,1131,41,"black","female",33742.5,"7 years of college","independent, close to democrat","pretty happy"
"1132",2022,1132,72,"white","male",NA,"8 or more years of college","strong democrat","not too happy"
"1133",2022,1133,40,"black","female",22495,"5 years of college","not very strong democrat","pretty happy"
"1134",2022,1134,43,"white","female",3681,"8 or more years of college","not very strong democrat","pretty happy"
"1135",2022,1135,69,"white","male",NA,"4 years of college","strong democrat","very happy"
"1136",2022,1136,69,"white","female",NA,"2 years of college","strong democrat","not too happy"
"1137",2022,1137,30,"white","male",15337.5,"2 years of college","independent (neither, no response)","pretty happy"
"1138",2022,1138,60,"white","male",NA,"10th grade","strong republican","not too happy"
"1139",2022,1139,26,"white","female",NA,"12th grade","strong democrat","pretty happy"
"1140",2022,1140,35,"white","male",11247.5,"12th grade","strong democrat","pretty happy"
"1141",2022,1141,61,"white","male",NA,"1 year of college","not very strong republican","pretty happy"
"1142",2022,1142,18,"black","male",818,"12th grade","strong democrat","not too happy"
"1143",2022,1143,21,"white","female",NA,"12th grade","independent (neither, no response)","not too happy"
"1144",2022,1144,78,"white","male",NA,"2 years of college","not very strong democrat","not too happy"
"1145",2022,1145,27,"other","male",11247.5,"4 years of college","independent, close to republican","not too happy"
"1146",2022,1146,21,"black","female",4601.25,"1 year of college","independent (neither, no response)","not too happy"
"1147",2022,1147,21,"white","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"1148",2022,1148,22,"black","male",13292.5,"12th grade","independent (neither, no response)","pretty happy"
"1149",2022,1149,24,"black","female",15337.5,"2 years of college","independent, close to republican","not too happy"
"1150",2022,1150,26,"other","male",NA,NA,"independent (neither, no response)","very happy"
"1151",2022,1151,57,"white","female",NA,"12th grade","strong republican","pretty happy"
"1152",2022,1152,50,"black","male",49080,"4 years of college","independent (neither, no response)","not too happy"
"1153",2022,1153,75,"white","male",3681,"1 year of college","independent, close to democrat","pretty happy"
"1154",2022,1154,NA,"other","female",NA,"2 years of college","independent (neither, no response)","not too happy"
"1155",2022,1155,25,"white","male",33742.5,"4 years of college","strong republican","pretty happy"
"1156",2022,1156,65,"white","male",NA,"1 year of college","strong democrat","pretty happy"
"1157",2022,1157,27,"white","female",6646.25,"1 year of college","not very strong democrat","not too happy"
"1158",2022,1158,64,"white","male",NA,"12th grade","strong republican","pretty happy"
"1159",2022,1159,68,"white","female",NA,"12th grade","strong democrat","not too happy"
"1160",2022,1160,19,"white","male",3681,"11th grade",NA,"not too happy"
"1161",2022,1161,39,"white","female",5623.75,"1 year of college","not very strong republican","pretty happy"
"1162",2022,1162,89,"white","female",NA,"12th grade","independent, close to democrat","pretty happy"
"1163",2022,1163,32,"white","male",4601.25,"12th grade","independent (neither, no response)","very happy"
"1164",2022,1164,59,"white","male",40900,"2 years of college","independent, close to republican","pretty happy"
"1165",2022,1165,51,"white","female",27607.5,"8 or more years of college","strong democrat","pretty happy"
"1166",2022,1166,56,"white","female",NA,"6th grade","independent, close to republican","pretty happy"
"1167",2022,1167,20,"black","female",1840.5,"12th grade","independent, close to republican","pretty happy"
"1168",2022,1168,63,"white","male",9713.75,"12th grade","independent, close to republican","pretty happy"
"1169",2022,1169,52,"white","male",141848.32887,"8 or more years of college","strong republican","pretty happy"
"1170",2022,1170,NA,"white","female",8691.25,"12th grade","not very strong democrat","pretty happy"
"1171",2022,1171,76,"white","male",NA,"12th grade","not very strong democrat","pretty happy"
"1172",2022,1172,24,"white","male",13292.5,"3 years of college","strong democrat","pretty happy"
"1173",2022,1173,41,"white","female",5623.75,"7th grade",NA,"pretty happy"
"1174",2022,1174,40,"other","male",141848.32887,"3 years of college","independent, close to democrat","pretty happy"
"1175",2022,1175,45,"other","female",49080,"8th grade","strong democrat","very happy"
"1176",2022,1176,58,"white","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"1177",2022,1177,72,"white","female",NA,"2 years of college","not very strong democrat","pretty happy"
"1178",2022,1178,59,"white","male",NA,"11th grade","independent, close to republican","not too happy"
"1179",2022,1179,55,"white","male",NA,"1 year of college","independent (neither, no response)","not too happy"
"1180",2022,1180,55,"white","male",NA,"4 years of college","not very strong democrat","not too happy"
"1181",2022,1181,71,"white","male",NA,"12th grade","independent, close to democrat","not too happy"
"1182",2022,1182,76,"white","female",NA,"6 years of college","strong democrat","very happy"
"1183",2022,1183,82,"white","female",NA,"4 years of college","not very strong democrat","pretty happy"
"1184",2022,1184,20,"other","female",2249.5,"12th grade","not very strong democrat","not too happy"
"1185",2022,1185,58,"white","female",18405,"9th grade","not very strong republican","pretty happy"
"1186",2022,1186,19,"white","male",NA,"12th grade","not very strong democrat","pretty happy"
"1187",2022,1187,55,"white","male",22495,"12th grade","independent, close to democrat","not too happy"
"1188",2022,1188,37,"white","female",22495,"2 years of college","independent (neither, no response)","pretty happy"
"1189",2022,1189,47,"white","male",13292.5,"12th grade","independent (neither, no response)","pretty happy"
"1190",2022,1190,52,"white","female",57260,"6 years of college","not very strong democrat","pretty happy"
"1191",2022,1191,NA,NA,"female",NA,"4 years of college","independent (neither, no response)","pretty happy"
"1192",2022,1192,89,"white","male",NA,"2 years of college","independent, close to republican","pretty happy"
"1193",2022,1193,53,"other","male",4601.25,"1 year of college","independent (neither, no response)","not too happy"
"1194",2022,1194,74,"white","male",NA,"2 years of college","independent, close to republican","not too happy"
"1195",2022,1195,NA,"white","male",18405,"4 years of college","not very strong democrat","pretty happy"
"1196",2022,1196,37,"white","male",27607.5,"5 years of college","strong democrat","pretty happy"
"1197",2022,1197,39,"other","female",NA,"5 years of college","other party","very happy"
"1198",2022,1198,33,"white","female",40900,"6 years of college","strong democrat","pretty happy"
"1199",2022,1199,44,"other","female",141848.32887,"4 years of college","independent (neither, no response)","pretty happy"
"1200",2022,1200,21,"white","male",2249.5,"3 years of college","independent, close to republican","very happy"
"1201",2022,1201,22,"white","female",NA,"3 years of college","not very strong democrat","not too happy"
"1202",2022,1202,NA,"white","female",15337.5,"5 years of college","strong democrat","very happy"
"1203",2022,1203,NA,"white","male",3681,"12th grade","independent, close to democrat","pretty happy"
"1204",2022,1204,NA,"white","female",13292.5,"1 year of college","independent (neither, no response)","very happy"
"1205",2022,1205,NA,"white","male",NA,"1 year of college","independent, close to democrat","not too happy"
"1206",2022,1206,55,"white","male",NA,"4 years of college","independent, close to democrat","not too happy"
"1207",2022,1207,59,"other","male",49080,"4 years of college","strong democrat","not too happy"
"1208",2022,1208,36,"other","female",NA,"12th grade","independent, close to democrat","pretty happy"
"1209",2022,1209,37,"white","male",15337.5,"12th grade","other party","not too happy"
"1210",2022,1210,57,"black","male",9713.75,"2 years of college","strong democrat","pretty happy"
"1211",2022,1211,79,"other","male",NA,"2 years of college","independent (neither, no response)","pretty happy"
"1212",2022,1212,73,"black","female",NA,"8 or more years of college","independent (neither, no response)","not too happy"
"1213",2022,1213,58,"white","female",NA,"12th grade","not very strong republican","pretty happy"
"1214",2022,1214,80,"white","female",6646.25,"5 years of college","strong democrat","not too happy"
"1215",2022,1215,47,"white","female",40900,"11th grade","not very strong democrat","pretty happy"
"1216",2022,1216,54,"white","female",NA,"2 years of college","independent (neither, no response)","very happy"
"1217",2022,1217,33,"black","female",27607.5,"2 years of college","independent (neither, no response)","not too happy"
"1218",2022,1218,58,"black","female",2249.5,"11th grade","independent, close to democrat","pretty happy"
"1219",2022,1219,67,"white","male",NA,"1 year of college","strong democrat","pretty happy"
"1220",2022,1220,70,"white","female",NA,"4 years of college","strong democrat","pretty happy"
"1221",2022,1221,78,"white","female",NA,"2 years of college","independent (neither, no response)","very happy"
"1222",2022,1222,35,"white","female",33742.5,"4 years of college","independent, close to republican","pretty happy"
"1223",2022,1223,69,"white","male",NA,"7 years of college","independent, close to democrat","not too happy"
"1224",2022,1224,28,"other","female",NA,"3 years of college","independent, close to democrat","not too happy"
"1225",2022,1225,63,"white","female",13292.5,"3 years of college","independent, close to democrat","pretty happy"
"1226",2022,1226,NA,"other","female",141848.32887,"4 years of college","not very strong democrat","pretty happy"
"1227",2022,1227,58,"white","female",27607.5,"6 years of college","strong democrat","pretty happy"
"1228",2022,1228,28,"white","male",27607.5,"4 years of college","not very strong democrat","not too happy"
"1229",2022,1229,37,"white","female",9713.75,"6 years of college","strong democrat","pretty happy"
"1230",2022,1230,75,"white","male",11247.5,"6 years of college","independent (neither, no response)","pretty happy"
"1231",2022,1231,49,"white","male",22495,"4 years of college","strong democrat","very happy"
"1232",2022,1232,42,"white","female",NA,"6 years of college","independent, close to democrat","not too happy"
"1233",2022,1233,46,"white","female",49080,"8 or more years of college","strong democrat","pretty happy"
"1234",2022,1234,40,"white","female",18405,"4 years of college","not very strong democrat","pretty happy"
"1235",2022,1235,33,"other","female",NA,"7 years of college","strong democrat","very happy"
"1236",2022,1236,39,NA,"female",NA,"8th grade","other party","very happy"
"1237",2022,1237,32,"white","female",22495,"4 years of college","independent, close to democrat","pretty happy"
"1238",2022,1238,45,"white","female",NA,"2 years of college","other party","not too happy"
"1239",2022,1239,27,"white","male",NA,"11th grade","independent (neither, no response)","pretty happy"
"1240",2022,1240,56,"white","male",22495,"4 years of college","not very strong republican","pretty happy"
"1241",2022,1241,60,"white","male",NA,"1 year of college","not very strong republican","pretty happy"
"1242",2022,1242,52,"other","male",22495,"2 years of college","strong democrat","very happy"
"1243",2022,1243,50,"other","male",40900,"12th grade","strong republican","very happy"
"1244",2022,1244,39,"other","female",NA,"12th grade","not very strong republican","pretty happy"
"1245",2022,1245,84,"white","male",NA,"1 year of college","strong republican","pretty happy"
"1246",2022,1246,40,"black","male",33742.5,"12th grade","independent (neither, no response)","pretty happy"
"1247",2022,1247,64,"other","female",8691.25,NA,"independent, close to democrat","not too happy"
"1248",2022,1248,71,"white","female",NA,"4 years of college","strong republican","not too happy"
"1249",2022,1249,53,"white","male",40900,"6 years of college","strong republican","not too happy"
"1250",2022,1250,41,"white","male",NA,"5 years of college","independent, close to republican","pretty happy"
"1251",2022,1251,33,"white","female",NA,"2 years of college","not very strong republican","very happy"
"1252",2022,1252,38,NA,"female",141848.32887,"1 year of college","not very strong republican","pretty happy"
"1253",2022,1253,43,"white","male",40900,"5 years of college","independent, close to republican","pretty happy"
"1254",2022,1254,58,"other","male",22495,"12th grade","not very strong democrat","pretty happy"
"1255",2022,1255,35,"other","female",NA,"4 years of college","independent, close to democrat","pretty happy"
"1256",2022,1256,38,"white","male",13292.5,"12th grade","independent (neither, no response)","pretty happy"
"1257",2022,1257,32,"other","female",8691.25,"12th grade","independent (neither, no response)","pretty happy"
"1258",2022,1258,45,"white","male",27607.5,"1 year of college","not very strong republican","very happy"
"1259",2022,1259,36,"other","female",18405,"2 years of college","independent (neither, no response)","very happy"
"1260",2022,1260,24,"other","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"1261",2022,1261,22,"black","female",NA,"11th grade","not very strong republican","pretty happy"
"1262",2022,1262,66,"white","male",NA,"11th grade","independent (neither, no response)","pretty happy"
"1263",2022,1263,36,"white","female",27607.5,"6 years of college","strong democrat","pretty happy"
"1264",2022,1264,33,"white","female",22495,"3 years of college","not very strong democrat","pretty happy"
"1265",2022,1265,21,"white","male",5623.75,"3 years of college","independent, close to democrat","not too happy"
"1266",2022,1266,71,"other","female",8691.25,"4 years of college","not very strong democrat","pretty happy"
"1267",2022,1267,40,"white","male",22495,"2 years of college","strong republican","pretty happy"
"1268",2022,1268,43,"other","male",NA,"1 year of college","not very strong republican","not too happy"
"1269",2022,1269,42,"black","female",6646.25,"1 year of college","independent (neither, no response)","not too happy"
"1270",2022,1270,27,"black","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"1271",2022,1271,35,"white","female",8691.25,"8th grade","independent (neither, no response)","very happy"
"1272",2022,1272,33,"black","male",18405,"12th grade","independent, close to democrat","pretty happy"
"1273",2022,1273,35,"white","female",818,"6 years of college","not very strong republican","pretty happy"
"1274",2022,1274,NA,"white","male",49080,"4 years of college","independent, close to democrat","pretty happy"
"1275",2022,1275,34,"other","male",27607.5,"2 years of college","not very strong republican","not too happy"
"1276",2022,1276,52,"white","female",40900,"4 years of college","independent, close to republican","pretty happy"
"1277",2022,1277,55,"white","male",33742.5,"12th grade","not very strong republican","pretty happy"
"1278",2022,1278,32,"white","female",27607.5,"3 years of college","independent, close to democrat","not too happy"
"1279",2022,1279,53,"white","male",33742.5,"12th grade","not very strong republican","pretty happy"
"1280",2022,1280,51,"black","male",40900,"3 years of college","strong republican","very happy"
"1281",2022,1281,47,"white","female",7668.75,"12th grade","independent (neither, no response)","not too happy"
"1282",2022,1282,64,"other","female",NA,"2nd grade","not very strong republican","not too happy"
"1283",2022,1283,33,"white","female",49080,"1 year of college","independent (neither, no response)","pretty happy"
"1284",2022,1284,21,"white","female",15337.5,"1 year of college",NA,"pretty happy"
"1285",2022,1285,23,"other","male",18405,"11th grade","independent (neither, no response)","pretty happy"
"1286",2022,1286,44,"other","female",18405,"12th grade","not very strong democrat","pretty happy"
"1287",2022,1287,54,"white","male",818,"12th grade","independent (neither, no response)","pretty happy"
"1288",2022,1288,23,"white","female",NA,"4 years of college","independent, close to democrat","very happy"
"1289",2022,1289,68,"white","female",NA,"12th grade","independent, close to democrat","pretty happy"
"1290",2022,1290,26,"white","female",27607.5,"4 years of college","not very strong democrat","pretty happy"
"1291",2022,1291,42,"white","male",49080,"4 years of college","independent (neither, no response)","pretty happy"
"1292",2022,1292,73,"white","male",13292.5,"5 years of college","not very strong republican","pretty happy"
"1293",2022,1293,35,"other","male",3681,"9th grade","independent (neither, no response)","not too happy"
"1294",2022,1294,32,"other","male",NA,"10th grade",NA,"not too happy"
"1295",2022,1295,63,"other","female",22495,"6 years of college","strong democrat","pretty happy"
"1296",2022,1296,21,"white","female",9713.75,"12th grade","strong democrat","pretty happy"
"1297",2022,1297,60,"other","female",NA,"1 year of college","independent (neither, no response)","pretty happy"
"1298",2022,1298,65,"other","female",2658.5,"10th grade","independent, close to democrat","pretty happy"
"1299",2022,1299,33,"other","female",NA,"9th grade","independent (neither, no response)","not too happy"
"1300",2022,1300,35,"black","female",NA,"8th grade","not very strong democrat","not too happy"
"1301",2022,1301,56,"white","female",NA,"12th grade","strong democrat","not too happy"
"1302",2022,1302,68,"black","male",33742.5,"5 years of college","independent, close to democrat","pretty happy"
"1303",2022,1303,54,"black","female",204.5,"12th grade","strong democrat","not too happy"
"1304",2022,1304,57,"white","female",22495,"2 years of college","independent (neither, no response)","pretty happy"
"1305",2022,1305,36,"white","male",22495,"1 year of college","strong democrat","not too happy"
"1306",2022,1306,59,"white","male",3681,"9th grade","independent (neither, no response)","not too happy"
"1307",2022,1307,50,"other","male",NA,"12th grade","independent, close to democrat","pretty happy"
"1308",2022,1308,41,NA,"male",NA,"6 years of college","independent (neither, no response)","pretty happy"
"1309",2022,1309,NA,"black","female",15337.5,"3 years of college","independent (neither, no response)","very happy"
"1310",2022,1310,72,"black","female",NA,"4 years of college","not very strong democrat","not too happy"
"1311",2022,1311,27,"other","female",27607.5,"12th grade","other party","pretty happy"
"1312",2022,1312,33,"white","female",18405,"4 years of college","strong democrat","pretty happy"
"1313",2022,1313,33,"white","female",22495,"5 years of college","independent, close to democrat","pretty happy"
"1314",2022,1314,23,"white","female",9713.75,"4 years of college","other party","pretty happy"
"1315",2022,1315,74,"black","male",NA,"12th grade","strong democrat","pretty happy"
"1316",2022,1316,20,"white","female",NA,"2 years of college","not very strong democrat","pretty happy"
"1317",2022,1317,66,"white","male",NA,"3 years of college","strong republican","very happy"
"1318",2022,1318,42,"white","male",33742.5,"4 years of college","independent (neither, no response)","not too happy"
"1319",2022,1319,33,"white","male",49080,"6 years of college","strong republican","pretty happy"
"1320",2022,1320,66,"white","female",NA,"3 years of college","strong republican","very happy"
"1321",2022,1321,41,"white","male",22495,"4 years of college","independent (neither, no response)","very happy"
"1322",2022,1322,57,"white","female",57260,"7 years of college","independent, close to republican","pretty happy"
"1323",2022,1323,74,"white","female",NA,"12th grade","not very strong democrat","not too happy"
"1324",2022,1324,46,"other","female",NA,"5 years of college","independent, close to democrat","pretty happy"
"1325",2022,1325,44,"white","male",40900,"2 years of college","strong republican","pretty happy"
"1326",2022,1326,42,"white","female",57260,"4 years of college","not very strong republican","very happy"
"1327",2022,1327,45,"white","male",49080,"6 years of college","independent (neither, no response)","pretty happy"
"1328",2022,1328,38,"white","male",NA,"12th grade","independent, close to republican","pretty happy"
"1329",2022,1329,46,"white","female",65440,"4 years of college",NA,"pretty happy"
"1330",2022,1330,22,"white","female",NA,"4 years of college","independent, close to democrat","pretty happy"
"1331",2022,1331,22,"white","female",204.5,"4 years of college","independent, close to republican","not too happy"
"1332",2022,1332,42,"white","female",18405,"2 years of college","not very strong republican","pretty happy"
"1333",2022,1333,23,"white","female",18405,"4 years of college","not very strong republican","pretty happy"
"1334",2022,1334,38,"white","male",57260,"4 years of college","independent, close to democrat","pretty happy"
"1335",2022,1335,39,"white","female",65440,"6 years of college","not very strong democrat","very happy"
"1336",2022,1336,73,"white","male",NA,"7 years of college","not very strong democrat","not too happy"
"1337",2022,1337,36,"white","female",NA,"1 year of college","not very strong democrat","pretty happy"
"1338",2022,1338,46,"white","male",NA,"1 year of college","independent (neither, no response)","pretty happy"
"1339",2022,1339,31,"white","female",818,"1 year of college","independent, close to republican","not too happy"
